item,itemLabel
http://www.wikidata.org/entity/Q64143699,Kuna Glacier
http://www.wikidata.org/entity/Q64143704,Medicine Bow Peak
http://www.wikidata.org/entity/Q64143628,Meeham Glacier
http://www.wikidata.org/entity/Q64143523,Leones Glacier
http://www.wikidata.org/entity/Q64143583,Klappan River
http://www.wikidata.org/entity/Q64143714,Ives Peak
http://www.wikidata.org/entity/Q64143578,Lake O'Hara
http://www.wikidata.org/entity/Q64143232,Grasshopper Glacier (Crazy Peak)
http://www.wikidata.org/entity/Q64143713,Ives Glacier
http://www.wikidata.org/entity/Q64143752,McBride Glacier
http://www.wikidata.org/entity/Q64143594,Kotarjökull
http://www.wikidata.org/entity/Q64143589,Logan Glacier (Yukon)
http://www.wikidata.org/entity/Q64143576,Lake McArthur
http://www.wikidata.org/entity/Q64143633,Kirtisho Glacier
http://www.wikidata.org/entity/Q64143623,Leidy Glacier
http://www.wikidata.org/entity/Q64143288,Ghiacciaio di Goletta
http://www.wikidata.org/entity/Q64143614,Jakobshavn / Ilulissat
http://www.wikidata.org/entity/Q64143609,Kangerlussuaq [Søndre Strømfjord]
http://www.wikidata.org/entity/Q64143619,Kangilleq
http://www.wikidata.org/entity/Q64143617,Kujatdleq Glacier
http://www.wikidata.org/entity/Q64143620,Kjaers Glacier
http://www.wikidata.org/entity/Q64143526,HPS 9 Glacier
http://www.wikidata.org/entity/Q64143522,Juncal Norte Glacier
http://www.wikidata.org/entity/Q64143701,Imogene Pass
http://www.wikidata.org/entity/Q64143703,Longs Peak
http://www.wikidata.org/entity/Q64143716,Longmire Meadow
http://www.wikidata.org/entity/Q64143581,Kitchener Lake
http://www.wikidata.org/entity/Q64143591,Kluane Lake
http://www.wikidata.org/entity/Q64143598,Langfjordjoekulen Glacier
http://www.wikidata.org/entity/Q64143690,Kosmodemyanskaya Glacier
http://www.wikidata.org/entity/Q64143612,Jakobshavn Isbræ
http://www.wikidata.org/entity/Q64143622,Marre Glacier
http://www.wikidata.org/entity/Q64143267,Haenke Island
http://www.wikidata.org/entity/Q64143696,Iceberg Lake (California)
http://www.wikidata.org/entity/Q64143695,Lake Italy
http://www.wikidata.org/entity/Q64143727,Little Chief Mountain
http://www.wikidata.org/entity/Q64143724,Mount Jackson Glacier
http://www.wikidata.org/entity/Q64143242,Great North Glacier
http://www.wikidata.org/entity/Q64143271,Haydon Peak
http://www.wikidata.org/entity/Q64143317,Godley Glacier
http://www.wikidata.org/entity/Q64143730,Logging Mountain
http://www.wikidata.org/entity/Q64143726,Medicine Owl Lake
http://www.wikidata.org/entity/Q64143273,Head Glacier
http://www.wikidata.org/entity/Q64143527,Mayo Glacier
