item,itemLabel,itemDescription,statement_count
http://www.wikidata.org/entity/Q22401416,Lehua Glacier,,5
http://www.wikidata.org/entity/Q22402052,Stockdale Glacier,,5
http://www.wikidata.org/entity/Q22402632,Nukap Glacier,,5
http://www.wikidata.org/entity/Q22402654,Nukapingwa Glacier,,5
http://www.wikidata.org/entity/Q22403294,Mangin Glacier,,5
http://www.wikidata.org/entity/Q22404739,Stonecrop Glacier,,5
http://www.wikidata.org/entity/Q22404860,Cannonade Glacier,,5
http://www.wikidata.org/entity/Q22406337,Platform Glacier,,5
http://www.wikidata.org/entity/Q22407187,Manitoba Glacier,,5
http://www.wikidata.org/entity/Q11831757,Klondike Glacier,"glacier in Wyoming, United States",5
http://www.wikidata.org/entity/Q11855921,Decade Glacier,,5
http://www.wikidata.org/entity/Q11894463,Stigaholtbreen,,5
http://www.wikidata.org/entity/Q18559329,Barranco Glacier,,5
http://www.wikidata.org/entity/Q5329057,East Northwall Firn,glacier in Indonesia,5
http://www.wikidata.org/entity/Q22407702,Van Royen Glacier,,5
http://www.wikidata.org/entity/Q22407985,Empire Way Glacier,,5
http://www.wikidata.org/entity/Q22409601,Grant Ice Cap,,5
http://www.wikidata.org/entity/Q22410285,Varden Glacier,,5
http://www.wikidata.org/entity/Q22410397,Leopold Glacier,,5
http://www.wikidata.org/entity/Q22410671,Stormtop Glacier,,5
http://www.wikidata.org/entity/Q22411177,Stotekin Glacier,,5
http://www.wikidata.org/entity/Q22411743,Manson Icefield,,5
http://www.wikidata.org/entity/Q22411831,Q22411831,,5
http://www.wikidata.org/entity/Q22412951,Sands Glacier,,5
http://www.wikidata.org/entity/Q22413514,Kimmel Glacier,,5
http://www.wikidata.org/entity/Q22415346,Map Glacier,,5
http://www.wikidata.org/entity/Q22417213,King Edward Glacier,,5
http://www.wikidata.org/entity/Q22417286,Eremite Glacier,,5
http://www.wikidata.org/entity/Q22417989,Q22417989,,5
http://www.wikidata.org/entity/Q22418991,Q22418991,,5
http://www.wikidata.org/entity/Q22419013,Q22419013,,5
http://www.wikidata.org/entity/Q22420620,Q22420620,,5
http://www.wikidata.org/entity/Q22420653,Q22420653,,5
http://www.wikidata.org/entity/Q22422013,Esdras Glacier,,5
http://www.wikidata.org/entity/Q22422729,Viking Ice Cap,,5
http://www.wikidata.org/entity/Q22423278,Q22423278,,5
http://www.wikidata.org/entity/Q22423284,Eskimo Glacier,,5
http://www.wikidata.org/entity/Q22423680,Illusion Glacier,,5
http://www.wikidata.org/entity/Q22423778,Q22423778,glacier in Canada,5
http://www.wikidata.org/entity/Q22423797,Q22423797,glacier in Canada,5
http://www.wikidata.org/entity/Q22423819,Q22423819,glacier in Canada,5
http://www.wikidata.org/entity/Q22424069,Q22424069,,5
http://www.wikidata.org/entity/Q22426315,Virginia Glacier,,5
http://www.wikidata.org/entity/Q22426974,Q22426974,,5
http://www.wikidata.org/entity/Q22428018,Green Glacier,glacier in Canada,5
http://www.wikidata.org/entity/Q22431119,Marine Glacier,,5
http://www.wikidata.org/entity/Q22431321,Lillooet Glacier,,5
http://www.wikidata.org/entity/Q22432870,Q22432870,,5
http://www.wikidata.org/entity/Q22435361,Q22435361,,5
http://www.wikidata.org/entity/Q22436145,Okpuddyshao Glacier,,5
http://www.wikidata.org/entity/Q22436396,Sawmill Glacier,,5
http://www.wikidata.org/entity/Q22436544,Q22436544,,5
http://www.wikidata.org/entity/Q22437105,Greens Glacier,,5
http://www.wikidata.org/entity/Q22437821,Q22437821,glacier in Canada,5
http://www.wikidata.org/entity/Q22437841,Q22437841,,5
http://www.wikidata.org/entity/Q22437971,Kitsault Glacier,,5
http://www.wikidata.org/entity/Q22438486,Wahleach Glacier,,5
http://www.wikidata.org/entity/Q22439061,Waitabit Glacier,,5
http://www.wikidata.org/entity/Q22441506,Q22441506,,5
http://www.wikidata.org/entity/Q22442016,Carmarthen Glacier,,5
http://www.wikidata.org/entity/Q22442158,Q22442158,,5
http://www.wikidata.org/entity/Q22444619,Antoinette Glacier,,5
http://www.wikidata.org/entity/Q22444940,Masa Glacier,,5
http://www.wikidata.org/entity/Q22445077,Inussualuk Glacier,,5
http://www.wikidata.org/entity/Q22445232,Ontario Glacier,,5
http://www.wikidata.org/entity/Q22445239,Inverness Glacier,,5
http://www.wikidata.org/entity/Q19390623,Q19390623,,5
http://www.wikidata.org/entity/Q19666226,Nördlicher Shukpa-Kunchang-Gletscher,"Glacier in Kashmir, India",5
http://www.wikidata.org/entity/Q19685275,Yutmarugletscher,Pakistan glacier,5
http://www.wikidata.org/entity/Q19694489,Trivorgletscher,Pakistan glacier,5
http://www.wikidata.org/entity/Q19720905,Q19720905,,5
http://www.wikidata.org/entity/Q19720913,Q19720913,,5
http://www.wikidata.org/entity/Q19720980,Q19720980,,5
http://www.wikidata.org/entity/Q19721042,Kondusgletscher,Pakistan glacier,5
http://www.wikidata.org/entity/Q19758014,Kunyanggletscher,Pakistan glacier,5
http://www.wikidata.org/entity/Q19787582,Yukshin-Gardan-Gletscher,Pakistan glacier,5
http://www.wikidata.org/entity/Q20190860,Khani-Basa-Gletscher,Pakistan glacier,5
http://www.wikidata.org/entity/Q22648943,Griffin Glacier,,5
http://www.wikidata.org/entity/Q22649576,Nakarpoq Glacier,,5
http://www.wikidata.org/entity/Q22649650,Ragnarok Glacier,,5
http://www.wikidata.org/entity/Q22650292,Q22650292,glacier in Canada,5
http://www.wikidata.org/entity/Q22651547,Q22651547,,5
http://www.wikidata.org/entity/Q22651556,Q22651556,,5
http://www.wikidata.org/entity/Q22652267,Ram River Glacier,,5
http://www.wikidata.org/entity/Q22652321,Sonata Glacier,,5
http://www.wikidata.org/entity/Q22652340,Q22652340,,5
http://www.wikidata.org/entity/Q22652726,Ramose Glacier,,5
http://www.wikidata.org/entity/Q22652955,Yuri Glacier,,5
http://www.wikidata.org/entity/Q22655467,South Alnus Glacier,,5
http://www.wikidata.org/entity/Q22655537,Q22655537,,5
http://www.wikidata.org/entity/Q22656555,Zeus Glacier,,5
http://www.wikidata.org/entity/Q22656568,Zexwzaxw Glacier,,5
http://www.wikidata.org/entity/Q22657128,Gwendolyn Glacier,,5
http://www.wikidata.org/entity/Q22657303,Longridge Glacier,,5
http://www.wikidata.org/entity/Q22657953,South Grant Glacier,,5
http://www.wikidata.org/entity/Q22657979,South Grenville Glacier,,5
http://www.wikidata.org/entity/Q22658178,South Horseshoe Glacier,,5
http://www.wikidata.org/entity/Q22658906,South Moraine Hill Glacier,,5
http://www.wikidata.org/entity/Q22659422,Q22659422,,5
http://www.wikidata.org/entity/Q22697920,Arrow Glacier,,5
http://www.wikidata.org/entity/Q22702949,Decade Icefield,,5
http://www.wikidata.org/entity/Q24189612,Douglas Glacier,glacier in New Zealand's Southern Alps,5
http://www.wikidata.org/entity/Q24259265,Sphinx Glacier,glacier in the U.S. state of Wyoming,5
http://www.wikidata.org/entity/Q24684002,Ledniki Kibishi,,5
http://www.wikidata.org/entity/Q24686914,Q24686914,,5
http://www.wikidata.org/entity/Q24686915,Q24686915,,5
http://www.wikidata.org/entity/Q24687171,Lednik Ortsveri,,5
http://www.wikidata.org/entity/Q24687172,Lednik Mis,,5
http://www.wikidata.org/entity/Q24687867,Lednik Mna,,5
http://www.wikidata.org/entity/Q24689614,Q24689614,,5
http://www.wikidata.org/entity/Q24689622,Q24689622,,5
http://www.wikidata.org/entity/Q24689626,Q24689626,,5
http://www.wikidata.org/entity/Q5421313,Exploradores Glacier,,5
http://www.wikidata.org/entity/Q5499330,Frederikshaab Glacier,glacier in Greenland,5
http://www.wikidata.org/entity/Q24689633,Q24689633,,5
http://www.wikidata.org/entity/Q24689652,Q24689652,,5
http://www.wikidata.org/entity/Q24689661,Q24689661,,5
http://www.wikidata.org/entity/Q24689663,Q24689663,,5
http://www.wikidata.org/entity/Q24689668,Q24689668,,5
http://www.wikidata.org/entity/Q24689679,Q24689679,,5
http://www.wikidata.org/entity/Q24689684,Q24689684,,5
http://www.wikidata.org/entity/Q24689686,Q24689686,,5
http://www.wikidata.org/entity/Q24689720,Q24689720,,5
http://www.wikidata.org/entity/Q24689728,Q24689728,,5
http://www.wikidata.org/entity/Q24689729,Q24689729,,5
http://www.wikidata.org/entity/Q24689755,Q24689755,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689759,Q24689759,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689772,Q24689772,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689789,Q24689789,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689799,Q24689799,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689806,Q24689806,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689808,Q24689808,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689811,Q24689811,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689815,Q24689815,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689817,Q24689817,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689820,Q24689820,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689821,Q24689821,,5
http://www.wikidata.org/entity/Q24689828,Q24689828,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689830,Q24689830,glacier in Georgia,5
http://www.wikidata.org/entity/Q24689923,Q24689923,glacier in Georgia,5
http://www.wikidata.org/entity/Q22445570,Q22445570,,5
http://www.wikidata.org/entity/Q22445576,Q22445576,,5
http://www.wikidata.org/entity/Q22445676,Q22445676,,5
http://www.wikidata.org/entity/Q22446073,Ipsoot Glacier,,5
http://www.wikidata.org/entity/Q22446975,Surf Glacier,,5
http://www.wikidata.org/entity/Q22447336,Opposer Glacier,,5
http://www.wikidata.org/entity/Q22447901,Q22447901,glacier in Canada,5
http://www.wikidata.org/entity/Q22448617,Mastodon Glacier,,5
http://www.wikidata.org/entity/Q22449474,Sutton Glacier,,5
http://www.wikidata.org/entity/Q22449531,Q22449531,glacier in Canada,5
http://www.wikidata.org/entity/Q22449541,Q22449541,,5
http://www.wikidata.org/entity/Q22449958,Sverdrup Glacier,,5
http://www.wikidata.org/entity/Q22450327,Isachsen Glacier,,5
http://www.wikidata.org/entity/Q22451072,Arklio Glacier,,5
http://www.wikidata.org/entity/Q22451874,Q22451874,glacier in Canada,5
http://www.wikidata.org/entity/Q22451879,Fairy Glacier,,5
http://www.wikidata.org/entity/Q22451884,Q22451884,glacier in Canada,5
http://www.wikidata.org/entity/Q22452841,Falcon Glacier,,5
http://www.wikidata.org/entity/Q22453162,Q22453162,,5
http://www.wikidata.org/entity/Q22453171,Q22453171,,5
http://www.wikidata.org/entity/Q22454504,Swiss Arm,,5
http://www.wikidata.org/entity/Q22454969,Q22454969,,5
http://www.wikidata.org/entity/Q22454977,Sydkap Glacier,,5
http://www.wikidata.org/entity/Q22454978,Q22454978,glacier in Canada,5
http://www.wikidata.org/entity/Q22454986,Sydkap Ice Cap,,5
http://www.wikidata.org/entity/Q22455600,Maxwell Glacier,,5
http://www.wikidata.org/entity/Q22456259,Q22456259,,5
http://www.wikidata.org/entity/Q22456264,Q22456264,,5
http://www.wikidata.org/entity/Q22456273,Q22456273,,5
http://www.wikidata.org/entity/Q22457323,Q22457323,glacier in Canada,5
http://www.wikidata.org/entity/Q22457333,Q22457333,glacier in Canada,5
http://www.wikidata.org/entity/Q22458389,Taghum Glacier,,5
http://www.wikidata.org/entity/Q22458964,Q22458964,,5
http://www.wikidata.org/entity/Q22460135,Rollrock Glacier,,5
http://www.wikidata.org/entity/Q22460493,Oval Glacier,,5
http://www.wikidata.org/entity/Q22460770,Felsite Glacier,,5
http://www.wikidata.org/entity/Q22460793,Atlantic Glacier,,5
http://www.wikidata.org/entity/Q22461218,Atrypa Glacier,,5
http://www.wikidata.org/entity/Q22461318,Roof Glacier,,5
http://www.wikidata.org/entity/Q22461498,Isosceles Glacier,,5
http://www.wikidata.org/entity/Q22462110,Itasca Glacier,,5
http://www.wikidata.org/entity/Q22462350,Ithaca Glacier,,5
http://www.wikidata.org/entity/Q22462704,Q22462704,,5
http://www.wikidata.org/entity/Q22463376,Iviangernat Glacier,,5
http://www.wikidata.org/entity/Q22463438,Aunteater Glacier,,5
http://www.wikidata.org/entity/Q22463541,Aureole Icefield,,5
http://www.wikidata.org/entity/Q22463819,Tanquary Glacier,,5
http://www.wikidata.org/entity/Q22463894,Fiala Glacier,,5
http://www.wikidata.org/entity/Q22464542,Ross Arm,,5
http://www.wikidata.org/entity/Q5566143,Glacier Montanvert,,5
http://www.wikidata.org/entity/Q20623431,Skazka Glacier,glacier in Russia,5
http://www.wikidata.org/entity/Q24691601,Q24691601,glacier in Georgia,5
http://www.wikidata.org/entity/Q24819659,Ulimaatikajik,,5
http://www.wikidata.org/entity/Q24819745,Usulluup Sermia,,5
http://www.wikidata.org/entity/Q24819848,Vigge Gletscher,,5
http://www.wikidata.org/entity/Q24819852,Q24819852,,5
http://www.wikidata.org/entity/Q24822538,Sekstende September Gletscher,,5
http://www.wikidata.org/entity/Q24822618,Q24822618,,5
http://www.wikidata.org/entity/Q24822905,Q24822905,,5
http://www.wikidata.org/entity/Q24823138,Styrtegletscher,,5
http://www.wikidata.org/entity/Q24823590,Thrym Gletscher,,5
http://www.wikidata.org/entity/Q24823667,Q24823667,,5
http://www.wikidata.org/entity/Q24823671,Tjasses Gletscher,,5
http://www.wikidata.org/entity/Q24823786,Torvgletscher,,5
http://www.wikidata.org/entity/Q24823876,Q24823876,,5
http://www.wikidata.org/entity/Q24824066,Ygdrasil,,5
http://www.wikidata.org/entity/Q24826076,Q24826076,,5
http://www.wikidata.org/entity/Q24826810,Q24826810,,5
http://www.wikidata.org/entity/Q24827573,Paris Gletscher,,5
http://www.wikidata.org/entity/Q24827665,Pourquoi Pas Gletscher,,5
http://www.wikidata.org/entity/Q5686594,Hayes Glacier,glacier in Greenland,5
http://www.wikidata.org/entity/Q22465828,Filer Glacier,,5
http://www.wikidata.org/entity/Q22466054,Page Glacier,,5
http://www.wikidata.org/entity/Q22466217,Finality Glacier,,5
http://www.wikidata.org/entity/Q22466498,Q22466498,,5
http://www.wikidata.org/entity/Q22466816,Ayunnamat Glacier,,5
http://www.wikidata.org/entity/Q22467021,Tats Glacier,,5
http://www.wikidata.org/entity/Q22467389,McConnell Glacier,,5
http://www.wikidata.org/entity/Q22467421,Rothwell Glacier,,5
http://www.wikidata.org/entity/Q22468128,Rougemont Glacier,,5
http://www.wikidata.org/entity/Q22468142,Q22468142,glacier in Canada,5
http://www.wikidata.org/entity/Q22468391,Q22468391,,5
http://www.wikidata.org/entity/Q22469016,Jakeman Glacier,,5
http://www.wikidata.org/entity/Q22470777,Backe Glacier,,5
http://www.wikidata.org/entity/Q22470938,Roundel Glacier,,5
http://www.wikidata.org/entity/Q22471369,Pancake Glacier,,5
http://www.wikidata.org/entity/Q22471840,Jarl Glacier,,5
http://www.wikidata.org/entity/Q22472463,McFee Glacier,,5
http://www.wikidata.org/entity/Q22472596,Pangman Glacier,,5
http://www.wikidata.org/entity/Q22474095,Parade Glacier,,5
http://www.wikidata.org/entity/Q22474735,Q22474735,,5
http://www.wikidata.org/entity/Q22474774,Q22474774,,5
http://www.wikidata.org/entity/Q22474786,Q22474786,,5
http://www.wikidata.org/entity/Q22475073,Q22475073,glacier in Canada,5
http://www.wikidata.org/entity/Q22475287,Tenas Tikke Glacier,,5
http://www.wikidata.org/entity/Q22475341,Tenchen Glacier,,5
http://www.wikidata.org/entity/Q22475351,Tencho Glacier,,5
http://www.wikidata.org/entity/Q22475496,Tenderfoot Glacier,,5
http://www.wikidata.org/entity/Q22475890,Tennaya Glacier,,5
http://www.wikidata.org/entity/Q22476435,Chaleur Glacier,,5
http://www.wikidata.org/entity/Q22476757,Terianiaq Glacier,,5
http://www.wikidata.org/entity/Q22476786,Q22476786,,5
http://www.wikidata.org/entity/Q22476907,Q22476907,,5
http://www.wikidata.org/entity/Q22477091,Terra Nivea,,5
http://www.wikidata.org/entity/Q22477278,Fitzsimmons Glacier,,5
http://www.wikidata.org/entity/Q22477332,Terrarosa Glacier,,5
http://www.wikidata.org/entity/Q22477994,Jimmie Glacier,glacier in Canada,5
http://www.wikidata.org/entity/Q22478444,Q22478444,,5
http://www.wikidata.org/entity/Q22478855,Job Glacier,,5
http://www.wikidata.org/entity/Q22479553,Q22479553,glacier in Canada,5
http://www.wikidata.org/entity/Q22479720,Chapel Glacier,,5
http://www.wikidata.org/entity/Q22480472,Joffre Glacier,,5
http://www.wikidata.org/entity/Q22481177,John Evans Glacier,,5
http://www.wikidata.org/entity/Q22481330,John Hill Glacier,,5
http://www.wikidata.org/entity/Q22481574,The Bishops Glacier,,5
http://www.wikidata.org/entity/Q22483221,Q22483221,,5
http://www.wikidata.org/entity/Q22483862,Q22483862,,5
http://www.wikidata.org/entity/Q22484591,Flipper Glacier,,5
http://www.wikidata.org/entity/Q22484676,Q22484676,,5
http://www.wikidata.org/entity/Q22485315,The Great Shelf,,5
http://www.wikidata.org/entity/Q22485678,Jolliffe Glacier,,5
http://www.wikidata.org/entity/Q22488624,Q22488624,,5
http://www.wikidata.org/entity/Q22489391,Jubilee Glacier,,5
http://www.wikidata.org/entity/Q22489772,Meager Glacier,,5
http://www.wikidata.org/entity/Q22491439,Q22491439,glacier in Canada,5
http://www.wikidata.org/entity/Q22491679,Parsnip Glacier,,5
http://www.wikidata.org/entity/Q22492328,Justice Glacier,,5
http://www.wikidata.org/entity/Q22492420,Forger Glacier,,5
http://www.wikidata.org/entity/Q22492585,Q22492585,glacier in Canada,5
http://www.wikidata.org/entity/Q22492622,Fork Beard Glacier,,5
http://www.wikidata.org/entity/Q22494418,Q22494418,,5
http://www.wikidata.org/entity/Q22494484,Thiassi Glacier,,5
http://www.wikidata.org/entity/Q24828580,Nakaissorssuaq,,5
http://www.wikidata.org/entity/Q24828624,Narsap Sermia,,5
http://www.wikidata.org/entity/Q24828749,Q24828749,,5
http://www.wikidata.org/entity/Q24828811,Nordre Syenitgletscher,,5
http://www.wikidata.org/entity/Q24830886,Gino Gletscher,,5
http://www.wikidata.org/entity/Q24831581,Q24831581,glacier in Greenland,5
http://www.wikidata.org/entity/Q6419455,Kjer Glacier,glacier in Greenland,5
http://www.wikidata.org/entity/Q24840107,Sermeq Avannarleq,,5
http://www.wikidata.org/entity/Q24843081,Q24843081,,5
http://www.wikidata.org/entity/Q32174215,Davis,glacier in New Zealand,5
http://www.wikidata.org/entity/Q21619442,Q21619442,,5
http://www.wikidata.org/entity/Q21619443,Q21619443,,5
http://www.wikidata.org/entity/Q22496238,Thomas Brown Glacier,,5
http://www.wikidata.org/entity/Q22496990,Choquette Glacier,,5
http://www.wikidata.org/entity/Q22497483,Q22497483,,5
http://www.wikidata.org/entity/Q22497714,Merriam Glacier,,5
http://www.wikidata.org/entity/Q22498572,Q22498572,,5
http://www.wikidata.org/entity/Q22498647,Foundation Glacier,,5
http://www.wikidata.org/entity/Q22499727,Pathetic Glacier,,5
http://www.wikidata.org/entity/Q22501336,Fox Charlie Glacier,,5
http://www.wikidata.org/entity/Q22503772,Balcony Glacier,,5
http://www.wikidata.org/entity/Q22504366,Q22504366,glacier in Canada,5
http://www.wikidata.org/entity/Q22505879,Frank Mackie Glacier,,5
http://www.wikidata.org/entity/Q22507079,Q22507079,,5
http://www.wikidata.org/entity/Q22507115,Midget Glacier,,5
http://www.wikidata.org/entity/Q22507419,Midnight Glacier,,5
http://www.wikidata.org/entity/Q22510071,Tkope Glacier,,5
http://www.wikidata.org/entity/Q22510346,French Glacier,,5
http://www.wikidata.org/entity/Q22510987,Q22510987,,5
http://www.wikidata.org/entity/Q22511794,Q22511794,,5
http://www.wikidata.org/entity/Q22511805,Freshfield Icefield,,5
http://www.wikidata.org/entity/Q22512109,Clemenceau Icefield,,5
http://www.wikidata.org/entity/Q22513469,Tomahnous Glacier,,5
http://www.wikidata.org/entity/Q22513953,Pentice Ice Caps,,5
http://www.wikidata.org/entity/Q22514518,Pequod Glacier,glacier in Canada,5
http://www.wikidata.org/entity/Q22517837,Toth Glacier,,5
http://www.wikidata.org/entity/Q22518968,Towagh Glacier,,5
http://www.wikidata.org/entity/Q22521619,Transect Glacier,,5
http://www.wikidata.org/entity/Q22522165,Miramichi Glacier,,5
http://www.wikidata.org/entity/Q22522240,Coliseum Glacier,,5
http://www.wikidata.org/entity/Q22522415,Trapridge Glacier,,5
http://www.wikidata.org/entity/Q22523233,Mischief Glacier,,5
http://www.wikidata.org/entity/Q22524489,Triangle Glacier,,5
http://www.wikidata.org/entity/Q22525489,Q22525489,,5
http://www.wikidata.org/entity/Q22526161,Triumph Glacier,,5
http://www.wikidata.org/entity/Q22526934,Trolltinder Glacier,,5
http://www.wikidata.org/entity/Q22526972,Q22526972,,5
http://www.wikidata.org/entity/Q22527144,Trorey Glacier,,5
http://www.wikidata.org/entity/Q22528113,Q22528113,,5
http://www.wikidata.org/entity/Q22530097,Q22530097,glacier in Canada,5
http://www.wikidata.org/entity/Q22530866,Basement Glacier,,5
http://www.wikidata.org/entity/Q22531579,Moffat Glacier,,5
http://www.wikidata.org/entity/Q22531793,Q22531793,glacier in Canada,5
http://www.wikidata.org/entity/Q22532054,Concealed Glacier,glacier in Canada,5
http://www.wikidata.org/entity/Q21848001,Glacier Estrecho,,5
http://www.wikidata.org/entity/Q21858346,Pony Glacier,glacier in Greenland,5
http://www.wikidata.org/entity/Q25209390,Garm,,5
http://www.wikidata.org/entity/Q25432185,Glacera del Besiberri,,5
http://www.wikidata.org/entity/Q25580201,Q25580201,glacier in Kyrgyzstan,5
http://www.wikidata.org/entity/Q26802093,Q26802093,glacier in India,5
http://www.wikidata.org/entity/Q26802097,Lampak Gaul,,5
http://www.wikidata.org/entity/Q26802098,Siraunch Gaul,,5
http://www.wikidata.org/entity/Q26802100,Q26802100,glacier in India,5
http://www.wikidata.org/entity/Q26802102,Q26802102,glacier in India,5
http://www.wikidata.org/entity/Q26802103,Q26802103,glacier in India,5
http://www.wikidata.org/entity/Q26802110,Q26802110,glacier in India,5
http://www.wikidata.org/entity/Q26802131,Q26802131,glacier in India,5
http://www.wikidata.org/entity/Q26802148,Sila Samudra Glacier,glacier in India,5
http://www.wikidata.org/entity/Q26802151,Q26802151,glacier in India,5
http://www.wikidata.org/entity/Q26802160,Q26802160,glacier in India,5
http://www.wikidata.org/entity/Q26802164,Juma Glacier,,5
http://www.wikidata.org/entity/Q26802196,Q26802196,,5
http://www.wikidata.org/entity/Q26802197,Q26802197,glacier in India,5
http://www.wikidata.org/entity/Q26802199,Q26802199,,5
http://www.wikidata.org/entity/Q26996903,Q26996903,,5
http://www.wikidata.org/entity/Q34845613,Snowball Glaciers,glacier in New Zealand,5
http://www.wikidata.org/entity/Q32214172,Haast,,5
http://www.wikidata.org/entity/Q22532352,Q22532352,glacier in Canada,5
http://www.wikidata.org/entity/Q22533929,Conn Glacier,,5
http://www.wikidata.org/entity/Q22534374,Molar Glacier,,5
http://www.wikidata.org/entity/Q22534585,Petsut Glacier,,5
http://www.wikidata.org/entity/Q22534975,Q22534975,,5
http://www.wikidata.org/entity/Q22534993,Conrad Icefield,,5
http://www.wikidata.org/entity/Q22535536,Phalanx Glacier,,5
http://www.wikidata.org/entity/Q22535608,Q22535608,,5
http://www.wikidata.org/entity/Q22538199,Tsiatka Glacier,,5
http://www.wikidata.org/entity/Q22538477,Mongol Glacier,,5
http://www.wikidata.org/entity/Q22539340,Beach Glacier,,5
http://www.wikidata.org/entity/Q22539566,Monmouth Glacier,,5
http://www.wikidata.org/entity/Q22539834,Lahkit Glacier,,5
http://www.wikidata.org/entity/Q22539870,Mons Glacier,,5
http://www.wikidata.org/entity/Q22539871,Copper King Glacier,,5
http://www.wikidata.org/entity/Q22539878,Q22539878,,5
http://www.wikidata.org/entity/Q22539886,Q22539886,,5
http://www.wikidata.org/entity/Q22541648,Tumblerock Glacier,,5
http://www.wikidata.org/entity/Q22541717,Q22541717,,5
http://www.wikidata.org/entity/Q22541922,Q22541922,,5
http://www.wikidata.org/entity/Q22541930,Q22541930,glacier in Canada,5
http://www.wikidata.org/entity/Q22544221,Walrus Head Glacier,,5
http://www.wikidata.org/entity/Q22544408,Kloon Glacier,,5
http://www.wikidata.org/entity/Q22545037,Q22545037,,5
http://www.wikidata.org/entity/Q22545233,Q22545233,,5
http://www.wikidata.org/entity/Q22545288,Knebelsberg Glacier,,5
http://www.wikidata.org/entity/Q22545376,Knewstubb Glacier,,5
http://www.wikidata.org/entity/Q22545923,Knipple Glacier,,5
http://www.wikidata.org/entity/Q22546490,Q22546490,glacier in Canada,5
http://www.wikidata.org/entity/Q22548212,Waputik Glacier,,5
http://www.wikidata.org/entity/Q22548221,Q22548221,,5
http://www.wikidata.org/entity/Q22548245,War Drum Glacier,,5
http://www.wikidata.org/entity/Q22548414,Cumberland Glacier,,5
http://www.wikidata.org/entity/Q22549288,Cunningham West Glacier,,5
http://www.wikidata.org/entity/Q22550472,Curtain Glacier,,5
http://www.wikidata.org/entity/Q22551284,Washmawapta Icefield,,5
http://www.wikidata.org/entity/Q22551825,Q22551825,glacier in Canada,5
http://www.wikidata.org/entity/Q22552111,Scud Glacier,,5
http://www.wikidata.org/entity/Q22552493,Q22552493,,5
http://www.wikidata.org/entity/Q22552679,Q22552679,,5
http://www.wikidata.org/entity/Q22553290,Q22553290,,5
http://www.wikidata.org/entity/Q22554779,Dais Glacier,,5
http://www.wikidata.org/entity/Q22555273,Portal Glacier,,5
http://www.wikidata.org/entity/Q22556015,Black Crown Glacier,,5
http://www.wikidata.org/entity/Q22556292,Daly Glacier,,5
http://www.wikidata.org/entity/Q22557940,Mount Wood Glacier,,5
http://www.wikidata.org/entity/Q22559090,Weeping Glacier,,5
http://www.wikidata.org/entity/Q22560309,Moving Glacier,,5
http://www.wikidata.org/entity/Q22560887,Moxt Glacier,,5
http://www.wikidata.org/entity/Q22561244,Dauntless Glacier,,5
http://www.wikidata.org/entity/Q22561964,Q22561964,glacier in Canada,5
http://www.wikidata.org/entity/Q22562062,Wenkchemna Glacier,,5
http://www.wikidata.org/entity/Q22562311,Blackfin Glacier,,5
http://www.wikidata.org/entity/Q22562410,Prairie Glacier,,5
http://www.wikidata.org/entity/Q22562799,Sentinel Glacier,,5
http://www.wikidata.org/entity/Q22563167,Davies Glacier,,5
http://www.wikidata.org/entity/Q22563172,Kwadacha Glacier,,5
http://www.wikidata.org/entity/Q22563354,Q22563354,,5
http://www.wikidata.org/entity/Q22564265,Kwinnum Glacier,,5
http://www.wikidata.org/entity/Q26999588,Q26999588,,5
http://www.wikidata.org/entity/Q27001332,Q27001332,,5
http://www.wikidata.org/entity/Q27001383,Rjúpnabrekkujökull,glacier in Iceland,5
http://www.wikidata.org/entity/Q27002232,Q27002232,,5
http://www.wikidata.org/entity/Q27002303,Q27002303,,5
http://www.wikidata.org/entity/Q27002682,Q27002682,glacier in Iceland,5
http://www.wikidata.org/entity/Q27007325,Q27007325,,5
http://www.wikidata.org/entity/Q27008661,Q27008661,,5
http://www.wikidata.org/entity/Q27013354,Q27013354,glacier in Iceland,5
http://www.wikidata.org/entity/Q27015282,Q27015282,glacier in Iceland,5
http://www.wikidata.org/entity/Q27205305,Q27205305,,5
http://www.wikidata.org/entity/Q27205314,Q27205314,glacier in Kyrgyzstan,5
http://www.wikidata.org/entity/Q27206475,Lednik Aksu,,5
http://www.wikidata.org/entity/Q27206512,Q27206512,glacier in Kyrgyzstan,5
http://www.wikidata.org/entity/Q27209722,Q27209722,glacier in Kyrgyzstan,5
http://www.wikidata.org/entity/Q27209723,Q27209723,glacier in Kyrgyzstan,5
http://www.wikidata.org/entity/Q27211074,Q27211074,glacier in Kyrgyzstan,5
http://www.wikidata.org/entity/Q27211076,Q27211076,glacier in Kyrgyzstan,5
