item,itemLabel,itemDescription,statement_count
http://www.wikidata.org/entity/Q1401469,Basòdino Glacier,glacier in Switzerland,10
http://www.wikidata.org/entity/Q1404625,Fendorf Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q1422879,Taschachferner,glacier in Austria,10
http://www.wikidata.org/entity/Q1441405,Grimes Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q1571943,Hallstätter Glacier,glacier in the Dachsteingebirge in Upper Austria,10
http://www.wikidata.org/entity/Q1604944,Henderson Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q1612543,Glacier de Leschaux,glacier in France,10
http://www.wikidata.org/entity/Q1615564,Konkordiaplatz,,10
http://www.wikidata.org/entity/Q1734996,Kaskawulsh Glacier,glacier in Canada,10
http://www.wikidata.org/entity/Q1776647,Klutlan Glacier,glacier in Canada,10
http://www.wikidata.org/entity/Q1809936,Hoffellsjökull,human settlement,10
http://www.wikidata.org/entity/Q1820243,Lerchenfeld Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q1985600,Utopia Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q2099699,Plummer Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q3776662,Pindari Glacier,glacier in India,10
http://www.wikidata.org/entity/Q3824467,O'Higgins Glacier,,10
http://www.wikidata.org/entity/Q3866899,Mueller Glacier,glacier in New Zealand,10
http://www.wikidata.org/entity/Q4257122,Lednik Katunskiy,,10
http://www.wikidata.org/entity/Q4257129,Lednik Petrova,,10
http://www.wikidata.org/entity/Q4294074,Stutfield Glacier,glacier in Canada,10
http://www.wikidata.org/entity/Q4503696,Lednik Tseya,,10
http://www.wikidata.org/entity/Q4522752,Edith Ronne Land,,10
http://www.wikidata.org/entity/Q4534118,Engil'chek Glacier,glacier in Kyrgyzstan,10
http://www.wikidata.org/entity/Q4567652,Gjegnalundsbreen,"a glacier in Nordfjord, Norway",10
http://www.wikidata.org/entity/Q4579173,Heillstugubreen,,10
http://www.wikidata.org/entity/Q4579260,Vestre Memurubreen,,10
http://www.wikidata.org/entity/Q4589051,Balderfonna,glacier in Svalbard,10
http://www.wikidata.org/entity/Q4590226,Tindefjellbreen,,10
http://www.wikidata.org/entity/Q4590572,Bødalsbreen,,10
http://www.wikidata.org/entity/Q4662040,Aaron Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4680355,Adams Glacier (Wilkes Land),glacier in Antarctica,10
http://www.wikidata.org/entity/Q4683018,Adishi Glacier,glacier in Georgia,10
http://www.wikidata.org/entity/Q6425640,Koerwitz Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6433227,Koski Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6434817,Kovacs Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6435913,Krak Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6436139,Krapets Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6436159,Krasen Crevasse Field,,10
http://www.wikidata.org/entity/Q6439110,Krout Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6460962,LaVergne Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6491826,Larsen Glacier,,10
http://www.wikidata.org/entity/Q6493232,Lashly Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6506819,Le Couteur Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6510819,Leay Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6513678,Lee Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6515510,Spørteggbreen,"glacier in Luster, Norway",10
http://www.wikidata.org/entity/Q6522819,Lennon Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6535243,Lever Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6551332,Lind Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6552415,Linder Glacier,,10
http://www.wikidata.org/entity/Q6556067,Liotard Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6662133,Lliboutry Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6666715,Loftus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7832726,Trail Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7835502,Tranter Glacier,"glacier in the Ross Dependency, Antarctica",10
http://www.wikidata.org/entity/Q7838224,Trench Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7845288,Trollkjelen Crevasse Field,crevasse field about 12 nautical miles (22 km) long in the Fimbul Ice Shelf,10
http://www.wikidata.org/entity/Q7852547,Tumble Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7857368,Tviberi Glacier,glacier in Georgia,10
http://www.wikidata.org/entity/Q7860014,Tyler Glacier,,10
http://www.wikidata.org/entity/Q7878845,Ulendet Crevasses,,10
http://www.wikidata.org/entity/Q7883911,Underwood Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7898935,Upper Staircase,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7899762,Uranus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7900322,Urdoviza Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7901920,Usher Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7913602,Van Reeth Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7914341,Vandament Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7916910,Vassar Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7917287,Vaughan Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7921334,Verila Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7941438,Von Guerard Glacier,,10
http://www.wikidata.org/entity/Q7958992,Waddington Glacier,,10
http://www.wikidata.org/entity/Q7961348,Walcott Glacier,,10
http://www.wikidata.org/entity/Q7961636,Waldron Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7961766,Wales Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7962017,Walk Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7964966,Walter Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7969911,Warr Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q11988903,Mehestbreen,,10
http://www.wikidata.org/entity/Q11991922,Nordre Kneikbreen,,10
http://www.wikidata.org/entity/Q12002556,St. Nikolausbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q12003331,Stollbreen,,10
http://www.wikidata.org/entity/Q12003377,Storbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q12004879,Sørkappfonna,glacier in Svalbard,10
http://www.wikidata.org/entity/Q12006812,Toppbreen,,10
http://www.wikidata.org/entity/Q12007828,Tsjebysjovbreen,,10
http://www.wikidata.org/entity/Q12007840,Tufsbreen,,10
http://www.wikidata.org/entity/Q12008343,Ulvebreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q12008572,Urdkollbreen,,10
http://www.wikidata.org/entity/Q12008860,Valettebreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q12009498,Vestjøkulen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q12010291,Vøringbreen,,10
http://www.wikidata.org/entity/Q12010604,Wiederbreen,,10
http://www.wikidata.org/entity/Q13580934,Lodalsbreen,,10
http://www.wikidata.org/entity/Q13636672,Hoseason Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q14713712,Jerry Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q14713800,Lyall Glacier,"glacier in Washington state, United States",10
http://www.wikidata.org/entity/Q14713801,Lyman Glacier,"glacier in Washington state, United States",10
http://www.wikidata.org/entity/Q14713885,Sandalee Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q14713940,Whatcom Glacier,"glacier in Washington state, United States",10
http://www.wikidata.org/entity/Q14713954,Yawning Glacier,"glacier in Washington state, United States",10
http://www.wikidata.org/entity/Q14955658,Musala Glacier,glacier located in Antarctica,10
http://www.wikidata.org/entity/Q15178685,Akaga Glacier,,10
http://www.wikidata.org/entity/Q15211365,Commandant Charcot Glacier,,10
http://www.wikidata.org/entity/Q15215029,Dragoman Glacier,glacier on Smith Island,10
http://www.wikidata.org/entity/Q15220530,Freeman Glacier,,10
http://www.wikidata.org/entity/Q4738570,Alyabiev Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4762177,Angel Glacier,"Glacier in Jasper NP, Alberta, Canada",10
http://www.wikidata.org/entity/Q4767037,Anna Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4789033,Arensky Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4798820,Arthur Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4808732,Assender Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4810636,Aster Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4818574,Attlee Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4822537,Aurora Glacier,"glacier in Alaska, United States",10
http://www.wikidata.org/entity/Q4822538,Aurora Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4839929,Bacon Glacier,"glacier in Alaska, United States",10
http://www.wikidata.org/entity/Q4849145,Baker Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4851199,Ball Glacier,,10
http://www.wikidata.org/entity/Q4854484,Banded Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q4860007,Barcus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4863425,Barrett Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4864954,Barré Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4865396,Bartlett Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4865441,Bartley Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4865795,Bartrum Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6667613,Logie Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6672550,Long Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6693128,Lowe Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6693846,Lower Staircase,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6696408,Lucchitta Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6699089,Ludvig Glacier,,10
http://www.wikidata.org/entity/Q6708031,Lyman Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q6708425,Lynch Glacier,"glacier in Washington state, United States",10
http://www.wikidata.org/entity/Q6722055,MacNamara Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6724318,Mackellar Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6750706,Manna Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6754189,Mapple Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6757376,Marck Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6772808,Marret Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6783580,Mason Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6789792,Matthes Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6789793,Matthes Glaciers,glacier in the United States,10
http://www.wikidata.org/entity/Q6796504,May Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6800135,McCance Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6800144,McCann Glacier,,10
http://www.wikidata.org/entity/Q6800191,McCarthy Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6802118,McLay Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6802275,McMahon Glacier,,10
http://www.wikidata.org/entity/Q6802299,McManus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6802398,McMorrin Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6807383,Medven Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6843001,Midship Glacier,iceberg in Antarctica,10
http://www.wikidata.org/entity/Q6843284,Midway Glacier,glacier,10
http://www.wikidata.org/entity/Q7980289,Weir Glacier,,10
http://www.wikidata.org/entity/Q7981575,Wellman Glacier,Glacier,10
http://www.wikidata.org/entity/Q7990135,Wetmore Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7991976,Wheatstone Glacier,,10
http://www.wikidata.org/entity/Q7993537,Whewell Glacier,,10
http://www.wikidata.org/entity/Q7994719,White Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7995286,White River Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7995808,Whitecloud Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7996692,Whitney Glacier,"glacier in California, United States",10
http://www.wikidata.org/entity/Q7998528,Widdowson Glacier,,10
http://www.wikidata.org/entity/Q7999595,Wiggins Glacier,,10
http://www.wikidata.org/entity/Q8009907,William Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q8021217,Williamson Glacier Tongue,,10
http://www.wikidata.org/entity/Q8022054,Willis Glacier,,10
http://www.wikidata.org/entity/Q8037325,Wotkyns Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q8039029,Wubbold Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q8039176,Wulfila Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q8039597,Wyckoff Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q8039898,Wylde Glacier,,10
http://www.wikidata.org/entity/Q8047148,Yakoruda Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q8047381,Yale Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q8068718,Zelee Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q8070805,Zheravna Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q8072259,Zinberg Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q8073876,Zonda Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4873848,Baxter Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4876753,Bearman Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4882564,Belgica Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4883167,Bell Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4884055,Bellisime Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4890255,Benson Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q4895774,Bertram Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4899668,Bevin Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4907712,Bilgeri Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4920827,Black Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4923760,Blades Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4923905,Blaiklock Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4927310,Blodgett Iceberg Tongue,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4938865,Bol Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4946156,Borns Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4950731,Bowden Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4951313,Bowman Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4952409,Boydell Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4952450,Boyer Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4958444,Bravo Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4966897,Bridgman Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4979672,Brush Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4980120,Bryan Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4980898,Bryn Mawr Glacier,"glacier in Alaska, United States",10
http://www.wikidata.org/entity/Q4981931,Brückner Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4982690,Bucher Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4983439,Buckner Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q4996093,Bulbur Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q15220582,Hotine Glacier,,10
http://www.wikidata.org/entity/Q15220583,Howchin Glacier,,10
http://www.wikidata.org/entity/Q15220590,Huron Glacier,"glacial flow on Livingston Island in the South Shetland Islands, Antarctica",10
http://www.wikidata.org/entity/Q15220873,Lammers Glacier,,10
http://www.wikidata.org/entity/Q15220905,Letnitsa Glacier,,10
http://www.wikidata.org/entity/Q15221174,Murgash Glacier,,10
http://www.wikidata.org/entity/Q15223428,Heap Glacier,,10
http://www.wikidata.org/entity/Q15223536,Helman Glacier,Glacier of Antarctica,10
http://www.wikidata.org/entity/Q15223967,Highton Glacier,,10
http://www.wikidata.org/entity/Q15224306,Hlubeck Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q15224574,Holmes Glacier,,10
http://www.wikidata.org/entity/Q15225273,Horrall Glacier,,10
http://www.wikidata.org/entity/Q15228824,Irvine Glacier,,10
http://www.wikidata.org/entity/Q15229693,Johns Glacier,,10
http://www.wikidata.org/entity/Q15234558,Kauffman Glacier,,10
http://www.wikidata.org/entity/Q15242522,Litz Glacier,,10
http://www.wikidata.org/entity/Q15243388,Mackenzie Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q15243681,Mahaffey Glacier,,10
http://www.wikidata.org/entity/Q15252549,McKellar Glacier,,10
http://www.wikidata.org/entity/Q15252594,Meander Glacier,,10
http://www.wikidata.org/entity/Q15253356,Miethe Glacier,,10
http://www.wikidata.org/entity/Q15263114,Nylen Glacier,,10
http://www.wikidata.org/entity/Q15266886,Pitkevitch Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q15266989,Plata Glacier,,10
http://www.wikidata.org/entity/Q15271372,Rainey Glacier,,10
http://www.wikidata.org/entity/Q15272123,Recoil Glacier,,10
http://www.wikidata.org/entity/Q15272857,Robinson Glacier,,10
http://www.wikidata.org/entity/Q15277843,Simpson Glacier Tongue,,10
http://www.wikidata.org/entity/Q15311919,Della Pia Glacier,,10
http://www.wikidata.org/entity/Q15311920,Sowers Glacier,,10
http://www.wikidata.org/entity/Q15647201,Cairns Glacier,Glacier in Antarctica,10
http://www.wikidata.org/entity/Q15664248,Hinkley Glacier,,10
http://www.wikidata.org/entity/Q15711818,Tulaczyk Glacier,,10
http://www.wikidata.org/entity/Q15715295,Zapol Glacier,,10
http://www.wikidata.org/entity/Q16428424,Síðujökull,,10
http://www.wikidata.org/entity/Q6858316,Mill Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6859141,Miller Glacier,,10
http://www.wikidata.org/entity/Q6859442,Millett Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6863328,Mincer Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6863332,Mincey Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6881225,Mitchell Glacier,Antarctic glacier,10
http://www.wikidata.org/entity/Q6883528,Mitterling Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6896374,Molle Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6898804,Mondor Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6905030,Montecchi Glacier,,10
http://www.wikidata.org/entity/Q6905613,Montgolfier Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6906021,Montigny Glacier,,10
http://www.wikidata.org/entity/Q6909199,Moran Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6914016,Morrison Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6915381,Mosby Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6915649,Moser Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6931151,Muck Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6933908,Mulebreen Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6937549,Murchison Glacier,glacier in New Zealand,10
http://www.wikidata.org/entity/Q6958123,Naess Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6966631,Nascent Glacier,,10
http://www.wikidata.org/entity/Q6986997,Nef Glacier,,10
http://www.wikidata.org/entity/Q6991208,Nemo Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6991680,Neny Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q6995667,Neptune Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7016555,Newall Glacier,glacier of the Asgard Range,10
http://www.wikidata.org/entity/Q7039356,Nioghalvfjerdsbrae,glacier in Greenland,10
http://www.wikidata.org/entity/Q7051038,Norfolk Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7055802,North Klawatti Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7060449,Northwind Glacier,,10
http://www.wikidata.org/entity/Q4997815,Bunner Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q4998588,Burgess Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5002036,Bussey Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5002347,Butamya Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5002610,Butler Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5028069,Campbell Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5028071,Campbell Glacier Tongue,,10
http://www.wikidata.org/entity/Q5038266,Cardell Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5042906,Carlson Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5043986,Carnein Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5046568,Carroll Glacier,"glacier in Alaska, United States",10
http://www.wikidata.org/entity/Q5047020,Carstensz Glacier,glacier in Indonesia,10
http://www.wikidata.org/entity/Q5048511,Casey Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5068952,Challenger Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5069644,Chambers Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5072393,Channel Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5072788,Chaos Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5073283,Chapman Glacier,,10
http://www.wikidata.org/entity/Q5074508,Charity Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5092081,Chernomen Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5101117,Chinn Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5116593,Church Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5127483,Clarke Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5134314,Clio Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5139671,Cocks Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5140490,Coe Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q9320684,Polakkbreen,,10
http://www.wikidata.org/entity/Q10288638,Lucas Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q10552061,Kåtotjåkkaglaciären,glacier in Sweden,10
http://www.wikidata.org/entity/Q11075010,Strongbreen,,10
http://www.wikidata.org/entity/Q11213278,Maradalsbreen,,10
http://www.wikidata.org/entity/Q11213588,Veobreen,,10
http://www.wikidata.org/entity/Q11214554,Torsbreen,,10
http://www.wikidata.org/entity/Q11217460,Bergfonna,glacier in Svalbard,10
http://www.wikidata.org/entity/Q11237042,Eldalsbreen,,10
http://www.wikidata.org/entity/Q11242857,Høgalmebreen,,10
http://www.wikidata.org/entity/Q11245241,Greinbreen,,10
http://www.wikidata.org/entity/Q11251462,Nupsfonn,,10
http://www.wikidata.org/entity/Q11762345,Rozyckibreen,,10
http://www.wikidata.org/entity/Q16842588,Bjørnbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q16861919,Ramorino Glacier,,10
http://www.wikidata.org/entity/Q16893772,Kvalpyntfonna,glacier in Svalbard,10
http://www.wikidata.org/entity/Q16895887,Norddomen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q16896509,Paulbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q16896589,Dollfusbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q16897042,Ramondbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q16897376,Tavlebreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q16897544,Uvêrsbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q16897579,Venernbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q16957669,Gerila Glacier,,10
http://www.wikidata.org/entity/Q11829806,Higashi-naga-iwa Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q11829864,Mushketov Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q11830023,Chauveaubreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q11830041,Gaffelbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q11830231,Christophersen Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q11830299,Keilhau Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q11830692,Chedotlothna Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11830698,Cul-de-sac Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11830703,Dall Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11830707,Eldridge Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11830715,Foraker Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11830731,Lacuna Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11830761,Straightaway Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11830775,Surprise Glacier (Alaska Range),glacier in the United States,10
http://www.wikidata.org/entity/Q11830781,Tatina Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11830827,Middle Palisade Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11831247,Borealis Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11831265,Challenger Glacier (Washington),glacier in the United States,10
http://www.wikidata.org/entity/Q11831270,Chickamin Glacier (Washington),glacier in the United States,10
http://www.wikidata.org/entity/Q11831279,Colchuck Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11831292,Company Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11831298,Crystal Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11831304,Dana Glacier (Washington),glacier in the United States,10
http://www.wikidata.org/entity/Q11831330,East Nooksack Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11831355,Hinman Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11831375,Mary Green Glacier,"glacier in Washington state, United States",10
http://www.wikidata.org/entity/Q11831488,Vista Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7063543,Nottarp Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7070220,Nursery Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7071050,Nye Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7071811,O'Hara Glacier,,10
http://www.wikidata.org/entity/Q7071838,O'Kane Glacier,,10
http://www.wikidata.org/entity/Q7074147,Oakley Glacier,,10
http://www.wikidata.org/entity/Q7074459,Oates Piedmont Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7076422,Ochs Glacier,glacier in Antarctica,10
