item,itemLabel,linkcount
http://www.wikidata.org/entity/Q3108316,Tazlina Glacier,6
http://www.wikidata.org/entity/Q1354954,Mittelbergferner,6
http://www.wikidata.org/entity/Q1542456,Grand Pacific Glacier,6
http://www.wikidata.org/entity/Q1677189,Russell Fjord,6
http://www.wikidata.org/entity/Q1769599,Engabreen,6
http://www.wikidata.org/entity/Q1777163,Knik Glacier,6
http://www.wikidata.org/entity/Q1783496,Austerdalsbreen,6
http://www.wikidata.org/entity/Q1800849,Åsgardfonna,6
http://www.wikidata.org/entity/Q3780245,San Quintín Glacier,6
http://www.wikidata.org/entity/Q4257123,Grumm-Grzhimaylo Glacier,6
http://www.wikidata.org/entity/Q4503696,Lednik Tseya,6
http://www.wikidata.org/entity/Q4579193,Supphellebreen,6
http://www.wikidata.org/entity/Q4584884,Ålfotbreen,6
http://www.wikidata.org/entity/Q4683018,Adishi Glacier,6
http://www.wikidata.org/entity/Q6667042,Logan Glacier,6
http://www.wikidata.org/entity/Q6693128,Lowe Glacier,6
http://www.wikidata.org/entity/Q6723826,Machoi Glacier,6
http://www.wikidata.org/entity/Q6772808,Marret Glacier,6
http://www.wikidata.org/entity/Q6792020,Matusevich Glacier,6
http://www.wikidata.org/entity/Q6800853,McDermott Glacier,6
http://www.wikidata.org/entity/Q6802118,McLay Glacier,6
http://www.wikidata.org/entity/Q6862027,Mime Glacier,6
http://www.wikidata.org/entity/Q6881225,Mitchell Glacier,6
http://www.wikidata.org/entity/Q6896497,Mollweide Glacier,6
http://www.wikidata.org/entity/Q6914856,Morton Glacier,6
http://www.wikidata.org/entity/Q6918862,Moubray Piedmont Glacier,6
http://www.wikidata.org/entity/Q6933853,Muldava Glacier,6
http://www.wikidata.org/entity/Q6961580,Nameless Glacier,6
http://www.wikidata.org/entity/Q6997410,Nesla Glacier,6
http://www.wikidata.org/entity/Q7022650,Ngozumpa glacier,6
http://www.wikidata.org/entity/Q7053302,Norris Glacier,6
http://www.wikidata.org/entity/Q7080221,Ogoya Glacier,6
http://www.wikidata.org/entity/Q7101649,Orestes Glacier,6
http://www.wikidata.org/entity/Q7105283,Orwell Glacier,6
http://www.wikidata.org/entity/Q7124330,Paget Glacier,6
http://www.wikidata.org/entity/Q7142062,Pashuk Glacier,6
http://www.wikidata.org/entity/Q7184930,Philippi Glacier,6
http://www.wikidata.org/entity/Q7194711,Pimpirev Glacier,6
http://www.wikidata.org/entity/Q7198005,Pirin Glacier,6
http://www.wikidata.org/entity/Q7207160,Poduene Glacier,6
http://www.wikidata.org/entity/Q6427003,Kolahoi Glacier,6
http://www.wikidata.org/entity/Q6427819,Kolosh Glacier,6
http://www.wikidata.org/entity/Q6431223,Kopsis Glacier,6
http://www.wikidata.org/entity/Q6483775,Lancing Glacier,6
http://www.wikidata.org/entity/Q6492385,Las Palmas Glacier,6
http://www.wikidata.org/entity/Q6506819,Le Couteur Glacier,6
http://www.wikidata.org/entity/Q6513678,Lee Glacier,6
http://www.wikidata.org/entity/Q6519609,Leigh Hunt Glacier,6
http://www.wikidata.org/entity/Q6556290,Lipen Glacier,6
http://www.wikidata.org/entity/Q4748394,Amphitheatre Glacier,6
http://www.wikidata.org/entity/Q4777694,Anu Whakatoro Glacier,6
http://www.wikidata.org/entity/Q4850553,Baldwin Glacier,6
http://www.wikidata.org/entity/Q4851198,Ball Glacier,6
http://www.wikidata.org/entity/Q4861537,Barnes Ice Cap,6
http://www.wikidata.org/entity/Q4864954,Barré Glacier,6
http://www.wikidata.org/entity/Q7627498,Stuckless Glacier,6
http://www.wikidata.org/entity/Q7636651,Sultan Glacier,6
http://www.wikidata.org/entity/Q7641493,Sunshine Glacier,6
http://www.wikidata.org/entity/Q7656052,Swift Glacier,6
http://www.wikidata.org/entity/Q7706090,Teteven Glacier,6
http://www.wikidata.org/entity/Q7795871,Thomson Glacier,6
http://www.wikidata.org/entity/Q7209917,Polish Glacier,6
http://www.wikidata.org/entity/Q7259603,Pulpudeva Glacier,6
http://www.wikidata.org/entity/Q7261671,Purvis Glacier,6
http://www.wikidata.org/entity/Q7263122,Pyne Glacier,6
http://www.wikidata.org/entity/Q7272664,Quito Glacier,6
http://www.wikidata.org/entity/Q7309950,Reid Glacier,6
http://www.wikidata.org/entity/Q7317613,Reusch Glacier,6
http://www.wikidata.org/entity/Q7334853,Ringer Glacier,6
http://www.wikidata.org/entity/Q7336997,Rivard Glacier,6
http://www.wikidata.org/entity/Q7339716,Roald Glacier,6
http://www.wikidata.org/entity/Q4873438,Baudissin Glacier,6
http://www.wikidata.org/entity/Q4886890,Benbrook Glacier,6
http://www.wikidata.org/entity/Q4917756,Bishop Glacier,6
http://www.wikidata.org/entity/Q4918549,Bistra Glacier,6
http://www.wikidata.org/entity/Q4925846,Bledisloe Glacier,6
http://www.wikidata.org/entity/Q4937099,Dolra,6
http://www.wikidata.org/entity/Q4941390,Bondeson Glacier,6
http://www.wikidata.org/entity/Q4943507,Boomerang Glacier,6
http://www.wikidata.org/entity/Q4950731,Bowden Glacier,6
http://www.wikidata.org/entity/Q4958444,Bravo Glacier,6
http://www.wikidata.org/entity/Q4959995,Brecher Glacier,6
http://www.wikidata.org/entity/Q7369356,Ross Glacier,6
http://www.wikidata.org/entity/Q7375870,Rubble Glacier,6
http://www.wikidata.org/entity/Q7377796,Ruecroft Glacier,6
http://www.wikidata.org/entity/Q7384092,Ryan Glacier,6
http://www.wikidata.org/entity/Q7399439,Sahale Glacier,6
http://www.wikidata.org/entity/Q7405510,Salmon Glacier,6
http://www.wikidata.org/entity/Q7405634,Salomon Glacier,6
http://www.wikidata.org/entity/Q7432790,Schrader Glacier,6
http://www.wikidata.org/entity/Q7439944,Sea Lion Glacier,6
http://www.wikidata.org/entity/Q7857368,Tviberi Glacier,6
http://www.wikidata.org/entity/Q7908665,Vahsel Glacier,6
http://www.wikidata.org/entity/Q7921246,Vereyken Glacier,6
http://www.wikidata.org/entity/Q7969819,Warning Glacier,6
http://www.wikidata.org/entity/Q21470798,Liadov Glacier,6
http://www.wikidata.org/entity/Q21472741,Rudolph Glacier,6
http://www.wikidata.org/entity/Q4998588,Burgess Glacier,6
http://www.wikidata.org/entity/Q5000868,Burton Island Glacier,6
http://www.wikidata.org/entity/Q5002347,Butamya Glacier,6
http://www.wikidata.org/entity/Q5004245,Byrdbreen,6
http://www.wikidata.org/entity/Q5091165,Chenega Glacier,6
http://www.wikidata.org/entity/Q5092081,Chernomen Glacier,6
http://www.wikidata.org/entity/Q5109174,Christensen Glacier,6
http://www.wikidata.org/entity/Q7490392,Sharpend Glacier,6
http://www.wikidata.org/entity/Q7530499,Sirma Glacier,6
http://www.wikidata.org/entity/Q7533827,Skålebreen,6
http://www.wikidata.org/entity/Q7534464,Skellerup Glacier,6
http://www.wikidata.org/entity/Q7557154,Sölch Glacier,6
http://www.wikidata.org/entity/Q7558169,Solis Glacier,6
http://www.wikidata.org/entity/Q7558608,Solomon Glacier,6
http://www.wikidata.org/entity/Q7559761,Somero Glacier,6
http://www.wikidata.org/entity/Q7580520,Spring Glacier,6
http://www.wikidata.org/entity/Q5144727,Coley Glacier,6
http://www.wikidata.org/entity/Q5150783,Comberiate Glacier,6
http://www.wikidata.org/entity/Q5158708,Lituya Glacier,6
http://www.wikidata.org/entity/Q5164934,Contell Glacier,6
http://www.wikidata.org/entity/Q5166915,Cook Glacier,6
http://www.wikidata.org/entity/Q5179289,Covert Glacier,6
http://www.wikidata.org/entity/Q5183396,Crean Glacier,6
http://www.wikidata.org/entity/Q5210079,Dakshin Gangotri Glacier,6
http://www.wikidata.org/entity/Q5244132,DeVicq Glacier,6
http://www.wikidata.org/entity/Q5244148,DeVries Glacier,6
http://www.wikidata.org/entity/Q5254001,Delinski Glacier,6
http://www.wikidata.org/entity/Q7978328,Weatherwax Glacier,6
http://www.wikidata.org/entity/Q7978654,Webb Glacier,6
http://www.wikidata.org/entity/Q7980898,Weldon Glacier,6
http://www.wikidata.org/entity/Q8001532,Wildwind Glacier,6
http://www.wikidata.org/entity/Q8039176,Wulfila Glacier,6
http://www.wikidata.org/entity/Q8068718,Zelee Glacier,6
http://www.wikidata.org/entity/Q8072220,Zimzelen Glacier,6
http://www.wikidata.org/entity/Q8073062,Zlokuchene Glacier,6
http://www.wikidata.org/entity/Q21474975,Varlamov Glacier,6
http://www.wikidata.org/entity/Q21485744,Glazunov Glacier,6
http://www.wikidata.org/entity/Q5267404,Devils Glacier,6
http://www.wikidata.org/entity/Q5268136,Dewdrop Glacier,6
http://www.wikidata.org/entity/Q5302546,Dovers Moraine,6
http://www.wikidata.org/entity/Q5303748,Doyle Glacier,6
http://www.wikidata.org/entity/Q5305732,Drama Glacier,6
http://www.wikidata.org/entity/Q5350368,Ekblad Glacier,6
http://www.wikidata.org/entity/Q5373601,Emmons Glacier,6
http://www.wikidata.org/entity/Q10288636,Briggs Glacier,6
http://www.wikidata.org/entity/Q11075047,Sveabreen,6
http://www.wikidata.org/entity/Q5415945,Evans Piedmont Glacier,6
http://www.wikidata.org/entity/Q5431916,Falkenhof Glacier,6
http://www.wikidata.org/entity/Q5435723,Farmer Glacier,6
http://www.wikidata.org/entity/Q5441493,Fegley Glacier,6
http://www.wikidata.org/entity/Q5465706,Foolsmate Glacier,6
http://www.wikidata.org/entity/Q5493071,Français Glacier,6
http://www.wikidata.org/entity/Q5509652,Furness Glacier,6
http://www.wikidata.org/entity/Q5519230,Gallup Glacier,6
http://www.wikidata.org/entity/Q5519652,Gamble Glacier,6
http://www.wikidata.org/entity/Q5527445,Gatlin Glacier,6
http://www.wikidata.org/entity/Q11829097,Italia Glacier,6
http://www.wikidata.org/entity/Q11830320,Morris Glacier,6
http://www.wikidata.org/entity/Q11830374,Twitcher Glacier,6
http://www.wikidata.org/entity/Q5567477,Glee Glacier,6
http://www.wikidata.org/entity/Q5576989,Godwit Glacier,6
http://www.wikidata.org/entity/Q5580318,Goldsmith Glacier,6
http://www.wikidata.org/entity/Q5588411,Gourdon Glacier,6
http://www.wikidata.org/entity/Q5590535,Graae Glacier,6
http://www.wikidata.org/entity/Q5609100,Grigorov Glacier,6
http://www.wikidata.org/entity/Q5621716,Gutenberg Glacier,6
http://www.wikidata.org/entity/Q5651071,Hansenbreen,6
http://www.wikidata.org/entity/Q5654358,Harbardsbreen,6
http://www.wikidata.org/entity/Q5654707,Harbord Glacier Tongue,6
http://www.wikidata.org/entity/Q11831608,Nisqually Glacier,6
http://www.wikidata.org/entity/Q5654815,Harbour Glacier,6
http://www.wikidata.org/entity/Q5657079,Hargreavesbreen,6
http://www.wikidata.org/entity/Q5659097,Harmer Glacier,6
http://www.wikidata.org/entity/Q5663377,Harper Glacier,6
http://www.wikidata.org/entity/Q5691486,Heaney Glacier,6
http://www.wikidata.org/entity/Q5704716,Helheim Glacier,6
http://www.wikidata.org/entity/Q5706924,Helland Glacier,6
http://www.wikidata.org/entity/Q5715086,Henningsen Glacier,6
http://www.wikidata.org/entity/Q5745154,Herz Glacier,6
http://www.wikidata.org/entity/Q5766065,Hindle Glacier,6
http://www.wikidata.org/entity/Q5874872,Hobbs Glacier,6
http://www.wikidata.org/entity/Q5876609,Hoffman Glacier,6
http://www.wikidata.org/entity/Q5904224,Horne Glacier,6
http://www.wikidata.org/entity/Q5921389,Howarth Glacier,6
http://www.wikidata.org/entity/Q6028576,Ineson Glacier,6
http://www.wikidata.org/entity/Q6116041,Jacka Glacier,6
http://www.wikidata.org/entity/Q6119797,Jacobsen Glacier,6
http://www.wikidata.org/entity/Q6177597,Jenkins Glacier,6
http://www.wikidata.org/entity/Q6268533,Johnsons Glacier,6
http://www.wikidata.org/entity/Q6303416,Judith Glacier,6
http://www.wikidata.org/entity/Q6356237,Kamb Glacier,6
http://www.wikidata.org/entity/Q6389618,Kennedy Glacier,6
http://www.wikidata.org/entity/Q14955658,Musala Glacier,6
http://www.wikidata.org/entity/Q15211365,Commandant Charcot Glacier,6
http://www.wikidata.org/entity/Q15221174,Murgash Glacier,6
http://www.wikidata.org/entity/Q15221325,Patleyna Glacier,6
http://www.wikidata.org/entity/Q15223967,Highton Glacier,6
http://www.wikidata.org/entity/Q15243027,Lower Jaw Glacier,6
http://www.wikidata.org/entity/Q15311919,Della Pia Glacier,6
http://www.wikidata.org/entity/Q15311920,Sowers Glacier,6
http://www.wikidata.org/entity/Q15392740,Tait Glacier,6
http://www.wikidata.org/entity/Q15646509,Laws Glacier,6
http://www.wikidata.org/entity/Q15647201,Cairns Glacier,6
http://www.wikidata.org/entity/Q15664248,Hinkley Glacier,6
http://www.wikidata.org/entity/Q15715295,Zapol Glacier,6
http://www.wikidata.org/entity/Q16828567,Burdenis Glacier,6
http://www.wikidata.org/entity/Q16838758,Fonfon Glacier,6
http://www.wikidata.org/entity/Q16858769,Cervellati Glacier,6
http://www.wikidata.org/entity/Q16861919,Ramorino Glacier,6
http://www.wikidata.org/entity/Q16892380,Holgate Glacier,6
http://www.wikidata.org/entity/Q16957669,Gerila Glacier,6
http://www.wikidata.org/entity/Q378830,Publications Ice Shelf,6
http://www.wikidata.org/entity/Q3625515,Voyeykov Ice Shelf,6
http://www.wikidata.org/entity/Q5166924,Cook Ice Shelf,6
http://www.wikidata.org/entity/Q5188745,Crosson Ice Shelf,6
http://www.wikidata.org/entity/Q5345694,Edward VIII Ice Shelf,6
http://www.wikidata.org/entity/Q5562143,Gillett Ice Shelf,6
http://www.wikidata.org/entity/Q5649016,Hannan Ice Shelf,6
http://www.wikidata.org/entity/Q6915543,Moscow University Ice Shelf,6
http://www.wikidata.org/entity/Q6964216,Nansen Ice Sheet,6
http://www.wikidata.org/entity/Q7244041,Prince Gustav Ice Shelf,6
http://www.wikidata.org/entity/Q7539103,Slava Ice Shelf,6
http://www.wikidata.org/entity/Q7598829,Stange Ice Shelf,6
http://www.wikidata.org/entity/Q8039731,Wyers Ice Shelf,6
http://www.wikidata.org/entity/Q731757,Möller Ice Stream,6
http://www.wikidata.org/entity/Q2563902,Edisto Ice Tongue,6
http://www.wikidata.org/entity/Q4727097,Alison Ice Stream,6
http://www.wikidata.org/entity/Q5415924,Evans Ice Stream,6
http://www.wikidata.org/entity/Q6707764,Lyell Glacier,6
http://www.wikidata.org/entity/Q3108369,Q3108369,5
http://www.wikidata.org/entity/Q3108374,Q3108374,5
http://www.wikidata.org/entity/Q3108380,Glaciers de la Vanoise,5
http://www.wikidata.org/entity/Q3157423,Jackson Glacier,5
http://www.wikidata.org/entity/Q3347256,Garibaldi Névé,5
http://www.wikidata.org/entity/Q3376086,Hornbreen,5
http://www.wikidata.org/entity/Q3434806,Von Postbreen,5
http://www.wikidata.org/entity/Q3438806,Strupbreen,5
http://www.wikidata.org/entity/Q3442400,Tunsbergdalsbreen,5
http://www.wikidata.org/entity/Q3442923,Tystigbreen,5
http://www.wikidata.org/entity/Q116999,Bagley Icefield,5
http://www.wikidata.org/entity/Q224374,Kangerdlugssuaq Glacier,5
http://www.wikidata.org/entity/Q250751,Snow Lake,5
http://www.wikidata.org/entity/Q332418,Übergossene Alm,5
http://www.wikidata.org/entity/Q390766,Agassiz Ice Cap,5
http://www.wikidata.org/entity/Q592432,Rossbode Glacier,5
http://www.wikidata.org/entity/Q666966,Biferten Glacier,5
http://www.wikidata.org/entity/Q670582,Cheilon Glacier,5
http://www.wikidata.org/entity/Q12008878,Valhallfonna,5
http://www.wikidata.org/entity/Q13583166,Vegafonna,5
http://www.wikidata.org/entity/Q701945,Stubaier Gletscher,5
http://www.wikidata.org/entity/Q882513,Blaueis,5
http://www.wikidata.org/entity/Q896510,Höllentalferner,5
http://www.wikidata.org/entity/Q959819,Gurgler Glacier,5
http://www.wikidata.org/entity/Q1187469,Finsteraar Glacier,5
http://www.wikidata.org/entity/Q2197933,Paradies Glacier,5
http://www.wikidata.org/entity/Q2268498,Stikine Icecap,5
http://www.wikidata.org/entity/Q2456029,Guslar Glacier,5
http://www.wikidata.org/entity/Q2517250,Vernagtferner,5
http://www.wikidata.org/entity/Q2905553,Blackfoot Glacier,5
http://www.wikidata.org/entity/Q3002197,Crater Glacier,5
http://www.wikidata.org/entity/Q3108287,Daugaard-Jensen Glacier,5
http://www.wikidata.org/entity/Q3108326,Glacier d'Arsine,5
http://www.wikidata.org/entity/Q3108328,Glacier d'Ossoue,5
http://www.wikidata.org/entity/Q1401469,Basòdino Glacier,5
http://www.wikidata.org/entity/Q1422879,Taschachferner,5
http://www.wikidata.org/entity/Q1615564,Konkordiaplatz,5
http://www.wikidata.org/entity/Q1619684,Hintereis Glacier,5
http://www.wikidata.org/entity/Q1706924,Tustumena Glacier,5
http://www.wikidata.org/entity/Q1739819,Kesselwandferner,5
http://www.wikidata.org/entity/Q1771576,Gihtsejiegņa,5
http://www.wikidata.org/entity/Q1771589,Søndre Folgefonna,5
http://www.wikidata.org/entity/Q1809675,LeConte Glacier,5
http://www.wikidata.org/entity/Q1840850,Fairweather Glacier,5
http://www.wikidata.org/entity/Q2177556,Ruth Glacier,5
http://www.wikidata.org/entity/Q3824467,O'Higgins Glacier,5
http://www.wikidata.org/entity/Q3892964,Harald Moltke Glacier,5
http://www.wikidata.org/entity/Q4191493,Q4191493,5
http://www.wikidata.org/entity/Q4257124,Korzhenevsky Glacier,5
http://www.wikidata.org/entity/Q4257128,Mushketov Glacier,5
http://www.wikidata.org/entity/Q4257131,Lednik Semjonova,5
http://www.wikidata.org/entity/Q4277575,Muldrow Glacier,5
http://www.wikidata.org/entity/Q4353320,Bergsetbreen,5
http://www.wikidata.org/entity/Q4412283,Q4412283,5
http://www.wikidata.org/entity/Q4568000,Barentsjøkulen,5
http://www.wikidata.org/entity/Q4568138,Fresvikbreen,5
http://www.wikidata.org/entity/Q4579260,Vestre Memurubreen,5
http://www.wikidata.org/entity/Q4669616,Abruzzi Glacier,5
http://www.wikidata.org/entity/Q6744538,Malorad Glacier,5
http://www.wikidata.org/entity/Q6771573,Marla Glacier,5
http://www.wikidata.org/entity/Q6799920,McAllister Glacier,5
http://www.wikidata.org/entity/Q6803159,Meade Glacier,5
http://www.wikidata.org/entity/Q6850469,Milam Glacier,5
http://www.wikidata.org/entity/Q6864865,Mingyong Glacier,5
http://www.wikidata.org/entity/Q6957213,Nachtigal Glacier,5
http://www.wikidata.org/entity/Q7123055,Packwood Glacier,5
http://www.wikidata.org/entity/Q6436139,Krapets Glacier,5
http://www.wikidata.org/entity/Q6484964,Landreth Glacier,5
http://www.wikidata.org/entity/Q6512764,Aavatsmarkbreen,5
http://www.wikidata.org/entity/Q6515510,Spørteggbreen,5
http://www.wikidata.org/entity/Q4762177,Angel Glacier,5
http://www.wikidata.org/entity/Q4823102,Austin Glacier,5
http://www.wikidata.org/entity/Q4861430,Barnard Glacier,5
http://www.wikidata.org/entity/Q4865989,Bary Glacier,5
http://www.wikidata.org/entity/Q19462394,Hooker Glacier,5
http://www.wikidata.org/entity/Q19596532,Credner Glacier,5
http://www.wikidata.org/entity/Q19876376,Rob Roy Glacier,5
http://www.wikidata.org/entity/Q7617763,Stob Glacier,5
http://www.wikidata.org/entity/Q7675629,Tahoma Glacier,5
http://www.wikidata.org/entity/Q7679430,Talev Glacier,5
http://www.wikidata.org/entity/Q7242584,Price Glacier,5
http://www.wikidata.org/entity/Q7271824,Quien Sabe Glacier,5
http://www.wikidata.org/entity/Q7333428,Riggs Glacier,5
http://www.wikidata.org/entity/Q19364135,Northern Ice Field,5
http://www.wikidata.org/entity/Q4884486,Belogradchik Glacier,5
http://www.wikidata.org/entity/Q4891881,Berisad Glacier,5
http://www.wikidata.org/entity/Q4912034,Bills Gulch,5
http://www.wikidata.org/entity/Q4937553,Bogen Glacier,5
http://www.wikidata.org/entity/Q4961221,Brenitsa Glacier,5
http://www.wikidata.org/entity/Q4976149,Brown Glacier,5
http://www.wikidata.org/entity/Q7354109,Roché Glacier,5
http://www.wikidata.org/entity/Q7359435,Rogosh Glacier,5
http://www.wikidata.org/entity/Q7380629,Rusalka Glacier,5
http://www.wikidata.org/entity/Q7898710,Upper Jaw Glacier,5
http://www.wikidata.org/entity/Q7923164,Veselie Glacier,5
http://www.wikidata.org/entity/Q7943591,Vulture Glacier,5
http://www.wikidata.org/entity/Q7968305,Wapta Icefield,5
http://www.wikidata.org/entity/Q21470520,Nueve de Julio Glacier,5
http://www.wikidata.org/entity/Q21470769,Nikitin Glacier,5
http://www.wikidata.org/entity/Q21471587,Polonia Glacier,5
http://www.wikidata.org/entity/Q21471842,Behr Glacier,5
http://www.wikidata.org/entity/Q21472307,Siegfried Glacier,5
http://www.wikidata.org/entity/Q21472532,Schmidt Glacier,5
http://www.wikidata.org/entity/Q21472844,Robson Glacier,5
http://www.wikidata.org/entity/Q21473533,Tower Glacier,5
http://www.wikidata.org/entity/Q21473728,Terror Glacier,5
http://www.wikidata.org/entity/Q5003267,Buxton Glacier,5
http://www.wikidata.org/entity/Q5028071,Campbell Glacier Tongue,5
http://www.wikidata.org/entity/Q5037916,Carbon Glacier,5
http://www.wikidata.org/entity/Q5047020,Carstensz Glacier,5
http://www.wikidata.org/entity/Q5089848,Chelen Glacier,5
http://www.wikidata.org/entity/Q5130227,Clayton Glacier,5
http://www.wikidata.org/entity/Q21490076,Joughin Glacier,5
http://www.wikidata.org/entity/Q21490441,Minerva Glacier,5
http://www.wikidata.org/entity/Q7489793,Shark Fin Glacier,5
http://www.wikidata.org/entity/Q7558957,Solun Glacier,5
http://www.wikidata.org/entity/Q7563184,Sopot Ice Piedmont,5
http://www.wikidata.org/entity/Q7566731,South Cascade Glacier,5
http://www.wikidata.org/entity/Q7568007,South Mowich Glacier,5
http://www.wikidata.org/entity/Q7568611,South Tahoma Glacier,5
http://www.wikidata.org/entity/Q7576809,Sphinx Glacier,5
http://www.wikidata.org/entity/Q5143002,Coleman Glacier,5
http://www.wikidata.org/entity/Q5162521,Conrad Glacier,5
http://www.wikidata.org/entity/Q5225830,Darvari Glacier,5
http://www.wikidata.org/entity/Q5245166,Dead End Glacier,5
http://www.wikidata.org/entity/Q5245905,Imja Glacier,5
http://www.wikidata.org/entity/Q7975090,Watzmann Glacier,5
http://www.wikidata.org/entity/Q8026567,Winthrop Glacier,5
http://www.wikidata.org/entity/Q8067229,Zavera Snowfield,5
http://www.wikidata.org/entity/Q8067548,Zaychar Glacier,5
http://www.wikidata.org/entity/Q8082815,Škorpil Glacier,5
http://www.wikidata.org/entity/Q21474357,Zalewski Glacier,5
http://www.wikidata.org/entity/Q21474538,Windy Glacier,5
http://www.wikidata.org/entity/Q21475554,Brown Glacier,5
http://www.wikidata.org/entity/Q21475611,Hall Glacier,5
http://www.wikidata.org/entity/Q21475613,Giles Glacier,5
http://www.wikidata.org/entity/Q21475754,Haselton Glacier,5
http://www.wikidata.org/entity/Q21475760,Dahe Glacier,5
http://www.wikidata.org/entity/Q21475770,Walker Glacier,5
http://www.wikidata.org/entity/Q21475780,Huka Kapo Glacier,5
http://www.wikidata.org/entity/Q21475782,Gabites Glacier,5
http://www.wikidata.org/entity/Q21475790,Bryan Glacier,5
http://www.wikidata.org/entity/Q21477642,Diamond Glacier,5
http://www.wikidata.org/entity/Q21485323,Frachat Glacier,5
http://www.wikidata.org/entity/Q21488697,Ingham Glacier,5
http://www.wikidata.org/entity/Q21488763,Humphries Glacier,5
http://www.wikidata.org/entity/Q21489352,Marin Glacier,5
http://www.wikidata.org/entity/Q21489392,Bargh Glacier,5
http://www.wikidata.org/entity/Q21489510,Lugger Glacier,5
http://www.wikidata.org/entity/Q21489830,Langevad Glacier,5
http://www.wikidata.org/entity/Q5270154,Diablerets Glacier,5
http://www.wikidata.org/entity/Q5273788,Dickson Glacier,5
http://www.wikidata.org/entity/Q5306818,Dreatin Glacier,5
http://www.wikidata.org/entity/Q5330846,Easton Glacier,5
http://www.wikidata.org/entity/Q5333008,Eclipse Glacier,5
http://www.wikidata.org/entity/Q5354097,Eldorado Glacier,5
http://www.wikidata.org/entity/Q11069714,Lilliehöökbreen,5
http://www.wikidata.org/entity/Q11214872,Nordmannsjøkelen,5
http://www.wikidata.org/entity/Q5431983,Falkner Glacier,5
http://www.wikidata.org/entity/Q5515270,Gabare Glacier,5
http://www.wikidata.org/entity/Q5608051,Grewingk Glacier,5
http://www.wikidata.org/entity/Q11831610,North Mowich Glacier,5
http://www.wikidata.org/entity/Q5676407,Harvard Glacier,5
http://www.wikidata.org/entity/Q22364503,Agassiz Glacier,5
http://www.wikidata.org/entity/Q12865518,Lednik Kaindy,5
http://www.wikidata.org/entity/Q6378979,Kautz Glacier,5
http://www.wikidata.org/entity/Q15179148,Aleksiev Glacier,5
http://www.wikidata.org/entity/Q15216678,Enravota Glacier,5
http://www.wikidata.org/entity/Q15260745,Nadjakov Glacier,5
http://www.wikidata.org/entity/Q15263262,Obelya Glacier,5
http://www.wikidata.org/entity/Q15699829,Pleystor Glacier,5
http://www.wikidata.org/entity/Q15703130,Yamen Glacier,5
http://www.wikidata.org/entity/Q15703131,Vicha Glacier,5
http://www.wikidata.org/entity/Q15704447,Shterna Glacier,5
http://www.wikidata.org/entity/Q15715300,Zbelsurd Glacier,5
http://www.wikidata.org/entity/Q16428424,Síðujökull,5
http://www.wikidata.org/entity/Q16561165,Pilatte Glacier,5
http://www.wikidata.org/entity/Q16670531,Lenin glacier,5
http://www.wikidata.org/entity/Q16834860,Delyo Glacier,5
http://www.wikidata.org/entity/Q16860717,Padala Glacier,5
http://www.wikidata.org/entity/Q16866935,Skaklya Glacier,5
http://www.wikidata.org/entity/Q16939414,Morris Glacier,5
http://www.wikidata.org/entity/Q16950695,Marsa Glacier,5
http://www.wikidata.org/entity/Q16994629,Gulkana Glacier,5
http://www.wikidata.org/entity/Q23582819,Ritya Glacier,5
http://www.wikidata.org/entity/Q24190041,Pūanu Glacier,5
http://www.wikidata.org/entity/Q24912444,Blagun Glacier,5
http://www.wikidata.org/entity/Q25384049,Matterhorn Glacier,5
http://www.wikidata.org/entity/Q25384228,Line Glacier,5
http://www.wikidata.org/entity/Q25384235,Hand Glacier,5
http://www.wikidata.org/entity/Q34835671,Glacier des Évettes,5
http://www.wikidata.org/entity/Q68526456,Glacier de Planpincieux,5
http://www.wikidata.org/entity/Q42952839,Jakupica Glacier,5
http://www.wikidata.org/entity/Q43779344,Alsek Glacier,5
http://www.wikidata.org/entity/Q6728621,Madrid Dome,5
http://www.wikidata.org/entity/Q6934192,Muller Ice Shelf,5
http://www.wikidata.org/entity/Q7028435,Nickerson Ice Shelf,5
http://www.wikidata.org/entity/Q7658390,Swinburne Ice Shelf,5
http://www.wikidata.org/entity/Q8074926,Zubchatyy Ice Shelf,5
http://www.wikidata.org/entity/Q4914047,Bindschadler Ice Stream,5
http://www.wikidata.org/entity/Q4923507,Blackwall Ice Stream,5
http://www.wikidata.org/entity/Q5232252,David Cauldron,5
http://www.wikidata.org/entity/Q5332372,Echelmeyer Ice Stream,5
http://www.wikidata.org/entity/Q5445356,Ferrigno Ice Stream,5
http://www.wikidata.org/entity/Q5458001,Flattunga,5
http://www.wikidata.org/entity/Q5476747,Fox Ice Stream,5
http://www.wikidata.org/entity/Q5903712,Horlick Ice Stream,5
http://www.wikidata.org/entity/Q6818284,Mercer Ice Stream,5
http://www.wikidata.org/entity/Q7496873,Shimizu Ice Stream,5
http://www.wikidata.org/entity/Q7913875,Van der Veen Ice Stream,5
http://www.wikidata.org/entity/Q7961352,Walcott North Stream,5
http://www.wikidata.org/entity/Q7961354,Walcott South Stream,5
http://www.wikidata.org/entity/Q7993644,Whillans Ice Stream,5
http://www.wikidata.org/entity/Q8021041,Williams Ice Stream,5
http://www.wikidata.org/entity/Q5470623,Forster Ice Piedmont,5
http://www.wikidata.org/entity/Q5554488,Getman Ice Piedmont,5
http://www.wikidata.org/entity/Q6818053,Mercator Ice Piedmont,5
